Year,GEO,"RATE_Youth, under 20 years, as a proportion of total population#Percent#units#17100133_StatsCanada","RATE_Seniors, 65 years and over, as a proportion of total population#Percent#units#17100133_StatsCanada","RATE_Youth, under 20 years, as a proportion of total population#Percent#units#17100133_StatsCanada"
2014,"Perth District Health Unit, Ontario",24.3,17.5,24.3
2014,"Peterborough County-City Health Unit, Ontario",19.8,21.5,19.8
2014,"Porcupine Health Unit, Ontario",23.6,15.6,23.6
2014,"Prairie Mountain Health, Manitoba",25,18.1,25
2014,"Prairie North Regional Health Authority, Saskatchewan",30.2,11.9,30.2
2014,"Prince Albert Parkland Regional Health Authority, Saskatchewan",28,15.4,28
2014,Prince Edward Island,22,18,22
2014,Quebec,21.1,17,21.1
2014,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.3,13.6,24.3
2014,"Renfrew County and District Health Unit, Ontario",21,19.4,21
2014,"Richmond Health Service Delivery Area, British Columbia",19.4,14.9,19.4
2014,"Région de Lanaudière, Quebec",22.6,15.7,22.6
2014,"Région de Laval, Quebec",23,16.2,23
2014,"Région de Montréal, Quebec",20,15.8,20
2014,"Région de l'Abitibi-Témiscamingue, Quebec",22.2,16.3,22.2
2014,"Région de l'Estrie, Quebec",21,19.2,21
2014,"Région de l'Outaouais, Quebec",22.6,14.1,22.6
2014,"Région de la Capitale-Nationale, Quebec",18.9,18.8,18.9
2014,"Région de la Chaudière-Appalaches, Quebec",21.2,18.5,21.2
2014,"Région de la Côte-Nord, Quebec",21.9,16,21.9
2014,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.9,23,16.9
2014,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.7,20.6,19.7
2014,"Région de la Montérégie, Quebec",22.4,16.3,22.4
2014,"Région des Laurentides, Quebec",22.1,16,22.1
2014,"Région des Terres-Cries-de-la-Baie-James, Quebec",39.8,5.3,39.8
2014,"Région du Bas-Saint-Laurent, Quebec",18.6,21.8,18.6
2014,"Région du Nord-du-Québec, Quebec",22.5,12.5,22.5
2014,"Région du Nunavik, Quebec",42.6,3.7,42.6
2014,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.7,19.2,19.7
2014,Saskatchewan,25.4,14.6,25.4
2014,"Saskatoon Regional Health Authority, Saskatchewan",24.5,13,24.5
2014,"Simcoe Muskoka District Health Unit, Ontario",22.2,17.6,22.2
2014,"South East Health Integration Network, Ontario",20,20.6,20
2014,"South Vancouver Island Health Service Delivery Area, British Columbia",18,19.7,18
2014,"South West Health Integration Network, Ontario",22.6,17.7,22.6
2014,"South Zone, Alberta",26.3,14.7,26.3
2014,"Southern Health, Manitoba",31.1,12.7,31.1
2014,"Sudbury and District Health Unit, Ontario",20.9,17.7,20.9
2014,"Sun Country Regional Health Authority, Saskatchewan",24.8,15.8,24.8
2014,"Sunrise Regional Health Authority, Saskatchewan",22.6,21.6,22.6
2014,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.9,19.7,19.9
2014,"Thunder Bay District Health Unit, Ontario",21.4,17.5,21.4
2014,"Timiskaming Health Unit, Ontario",20.6,20.5,20.6
2014,"Toronto Central Health Integration Network, Ontario",20,14.7,20
2014,"Vancouver Health Service Delivery Area, British Columbia",15.8,13.8,15.8
2014,"Waterloo Health Unit, Ontario",24.1,13.4,24.1
2014,"Waterloo Wellington Health Integration Network, Ontario",24.1,13.9,24.1
2014,"Wellington-Dufferin-Guelph Health Unit, Ontario",24.4,14.7,24.4
2014,"Western Regional Health Authority, Newfoundland and Labrador",18.3,20.8,18.3
2014,"Windsor-Essex County Health Unit, Ontario",23.4,16.3,23.4
2014,"Winnipeg Regional Health Authority, Manitoba",23,14.7,23
2014,"York Regional Health Unit, Ontario",24.6,13.2,24.6
2014,Yukon,22.2,10.2,22.2
2014,"Zone 1 (Moncton area), New Brunswick",19.8,17.7,19.8
2014,"Zone 1 - Western, Nova Scotia",18.7,22.4,18.7
2014,"Zone 2 (Saint John area), New Brunswick",21.6,17.6,21.6
2014,"Zone 2 - Northern, Nova Scotia",20.7,19.9,20.7
2014,"Zone 3 (Fredericton area), New Brunswick",21.9,16.6,21.9
2014,"Zone 3 - Eastern, Nova Scotia",19.7,21.8,19.7
2014,"Zone 4 (Edmundston area), New Brunswick",18.5,19.6,18.5
2014,"Zone 4 - Central, Nova Scotia",20.4,14.6,20.4
2014,"Zone 5 (Campbellton area), New Brunswick",16.6,23.6,16.6
2014,"Zone 6 (Bathurst area), New Brunswick",16.6,21.6,16.6
2014,"Zone 7 (Miramichi area), New Brunswick",19.4,20.4,19.4
2015,Alberta,24.6,11.6,24.6
2015,"Athabasca Health Authority, Saskatchewan",40.9,5.7,40.9
2015,"Brant County Health Unit, Ontario",24,16.4,24
2015,British Columbia,20.2,17,20.2
2015,"Calgary Zone, Alberta",24.1,10.7,24.1
2015,Canada,22.1,16,22.1
2015,"Central East Health Integration Network, Ontario",21.6,16.1,21.6
2015,"Central Health Integration Network, Ontario",22.7,14.2,22.7
2015,"Central Regional Health Authority, Newfoundland and Labrador",18.1,22.4,18.1
2015,"Central Vancouver Island Health Service Delivery Area, British Columbia",18.6,23.9,18.6
2015,"Central West Health Integration Network, Ontario",25.9,11.8,25.9
2015,"Central Zone, Alberta",25.3,14.3,25.3
2015,"Champlain Health Integration Network, Ontario",22.3,15.8,22.3
2015,"Chatham-Kent Health Unit, Ontario",22.3,20,22.3
2015,"City of Hamilton Health Unit, Ontario",22,16.6,22
2015,"City of Ottawa Health Unit, Ontario",22.6,14.7,22.6
2015,"City of Toronto Health Unit, Ontario",19.8,14.9,19.8
2015,"Cypress Regional Health Authority, Saskatchewan",23.5,18.8,23.5
2015,"District of Algoma Health Unit, Ontario",19.1,22.5,19.1
2015,"Durham Regional Health Unit, Ontario",24.5,13.7,24.5
2015,"East Kootenay Health Service Delivery Area, British Columbia",20.3,19.6,20.3
2015,"Eastern Ontario Health Unit, Ontario",21.6,18.8,21.6
2015,"Eastern Regional Health Authority, Newfoundland and Labrador",19.9,16.8,19.9
2015,"Edmonton Zone, Alberta",23.6,11.7,23.6
2015,"Erie St. Clair Health Integration Network, Ontario",22.4,18.1,22.4
2015,"Five Hills Regional Health Authority, Saskatchewan",22.6,19.2,22.6
2015,"Fraser East Health Service Delivery Area, British Columbia",23.9,16.9,23.9
2015,"Fraser North Health Service Delivery Area, British Columbia",20.6,13.6,20.6
2015,"Fraser South Health Service Delivery Area, British Columbia",23.7,14.6,23.7
2015,"Grey Bruce Health Unit, Ontario",20.3,22.9,20.3
2015,"Haldimand-Norfolk Health Unit, Ontario",21.8,19.6,21.8
2015,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",18,25.2,18
2015,"Halton Regional Health Unit, Ontario",25.9,14.3,25.9
2015,"Hamilton Niagara Haldimand Brant Health Integration Network, Ontario",21.8,18.3,21.8
2015,"Hastings and Prince Edward Counties Health Unit, Ontario",20.2,21.7,20.2
2015,"Heartland Regional Health Authority, Saskatchewan",24.2,19.1,24.2
2015,"Huron County Health Unit, Ontario",22.7,21.8,22.7
2015,"Interlake-Eastern Regional Health Authority, Manitoba",24.7,17.4,24.7
2015,"Keewatin Yatthé Regional Health Authority, Saskatchewan",37.7,7.2,37.7
2015,"Kelsey Trail Regional Health Authority, Saskatchewan",25.3,20.6,25.3
2015,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",20.1,19.1,20.1
2015,"Kootenay-Boundary Health Service Delivery Area, British Columbia",18.8,21.7,18.8
2015,"Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador",23.7,12.8,23.7
2015,"Lambton Health Unit, Ontario",20.9,20.6,20.9
2015,"Leeds, Grenville and Lanark District Health Unit, Ontario",19.9,21.6,19.9
2015,"Mamawetan Churchill River Regional Health Authority, Saskatchewan",40.7,6,40.7
2015,"Mamawetan/Keewatin/Athabasca, Saskatchewan",39.8,6.3,39.8
2015,Manitoba,25.5,14.8,25.5
2015,"Middlesex-London Health Unit, Ontario",22.2,16.1,22.2
2015,"Mississauga Halton Health Integration Network, Ontario",24.4,13.2,24.4
2015,New Brunswick,20,18.9,20
2015,Newfoundland and Labrador,19.6,18.2,19.6
2015,"Niagara Regional Area Health Unit, Ontario",20.6,20.5,20.6
2015,"North Bay Parry Sound District Health Unit, Ontario",19.4,21.4,19.4
2015,"North East Health Integration Network, Ontario",20.5,19.6,20.5
2015,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",20.5,18.5,20.5
2015,"North Simcoe Muskoka Health Integration Network, Ontario",21.5,18.7,21.5
2015,"North Vancouver Island Health Service Delivery Area, British Columbia",19.7,21.8,19.7
2015,"North West Health Integration Network, Ontario",22.9,17.1,22.9
2015,"North Zone, Alberta",27.4,9.5,27.4
2015,"Northeast Health Service Delivery Area, British Columbia",26.8,9.3,26.8
2015,"Northern Interior Health Service Delivery Area, British Columbia",23.4,14.1,23.4
2015,"Northern Regional Health Authority, Manitoba",38.7,6.9,38.7
2015,"Northwest Health Service Delivery Area, British Columbia",24.5,13.7,24.5
2015,Northwest Territories,27.1,6.8,27.1
2015,"Northwestern Health Unit, Ontario",26.1,15.5,26.1
2015,Nova Scotia,19.9,18.9,19.9
2015,Nunavut,40.9,3.6,40.9
2015,"Okanagan Health Service Delivery Area, British Columbia",18.7,22.9,18.7
2015,Ontario by Health Unit,22.3,16,22.3
2015,Ontario by Local Health Integration Network,22.3,16,22.3
2015,"Oxford Elgin St. Thomas Health Unit, Ontario ",24.2,17.7,24.2
2015,"Peel Regional Health Unit, Ontario",25.3,12.1,25.3
2015,Peer group A,26.5,11.6,26.5
2015,Peer group B,22.9,14.7,22.9
2015,Peer group C,20.2,20.3,20.2
2015,Peer group D,23.1,17.4,23.1
2015,Peer group E,18.8,21.3,18.8
2015,Peer group F,39.7,5.7,39.7
2015,Peer group G,19.4,15.2,19.4
2015,Peer group H,23.5,13.8,23.5
2015,"Perth District Health Unit, Ontario",24.2,17.9,24.2
2015,"Peterborough County-City Health Unit, Ontario",19.7,21.9,19.7
2015,"Porcupine Health Unit, Ontario",23.5,16,23.5
2015,"Prairie Mountain Health, Manitoba",25,18.2,25
2015,"Prairie North Regional Health Authority, Saskatchewan",30.3,12.1,30.3
2015,"Prince Albert Parkland Regional Health Authority, Saskatchewan",27.9,15.7,27.9
2015,Prince Edward Island,21.9,18.5,21.9
2015,Quebec,21,17.5,21
2015,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.4,13.7,24.4
2015,"Renfrew County and District Health Unit, Ontario",21,19.9,21
2015,"Richmond Health Service Delivery Area, British Columbia",19.3,15.6,19.3
2015,"Région de Lanaudière, Quebec",22.4,16.2,22.4
2015,"Région de Laval, Quebec",22.8,16.5,22.8
2015,"Région de Montréal, Quebec",20,16,20
2015,"Région de l'Abitibi-Témiscamingue, Quebec",22.1,16.8,22.1
2015,"Région de l'Estrie, Quebec",20.8,19.8,20.8
2015,"Région de l'Outaouais, Quebec",22.5,14.5,22.5
2015,"Région de la Capitale-Nationale, Quebec",19,19.2,19
2015,"Région de la Chaudière-Appalaches, Quebec",21.2,19.1,21.2
2015,"Région de la Côte-Nord, Quebec",21.7,16.6,21.7
2015,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.7,23.8,16.7
2015,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.6,21.2,19.6
2015,"Région de la Montérégie, Quebec",22.3,16.8,22.3
2015,"Région des Laurentides, Quebec",21.8,16.6,21.8
2015,"Région des Terres-Cries-de-la-Baie-James, Quebec",39.3,5.4,39.3
2015,"Région du Bas-Saint-Laurent, Quebec",18.6,22.6,18.6
2015,"Région du Nord-du-Québec, Quebec",22.4,13.2,22.4
2015,"Région du Nunavik, Quebec",41.9,3.9,41.9
2015,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.7,19.8,19.7
2015,Saskatchewan,25.4,14.8,25.4
2015,"Saskatoon Regional Health Authority, Saskatchewan",24.5,13.2,24.5
2015,"Simcoe Muskoka District Health Unit, Ontario",21.9,18,21.9
2015,"South East Health Integration Network, Ontario",19.8,21.2,19.8
2015,"South Vancouver Island Health Service Delivery Area, British Columbia",17.8,20.2,17.8
2015,"South West Health Integration Network, Ontario",22.5,18.1,22.5
2015,"South Zone, Alberta",26.3,15,26.3
2015,"Southern Health, Manitoba",31.1,12.8,31.1
2015,"Sudbury and District Health Unit, Ontario",20.9,18.2,20.9
2015,"Sun Country Regional Health Authority, Saskatchewan",25,16.1,25
2015,"Sunrise Regional Health Authority, Saskatchewan",22.8,21.6,22.8
2015,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.7,20.2,19.7
2015,"Thunder Bay District Health Unit, Ontario",21.2,18,21.2
2015,"Timiskaming Health Unit, Ontario",20.6,20.9,20.6
2015,"Toronto Central Health Integration Network, Ontario",19.8,14.9,19.8
2015,"Vancouver Health Service Delivery Area, British Columbia",15.7,14.2,15.7
2015,"Waterloo Health Unit, Ontario",23.9,13.8,23.9
2015,"Waterloo Wellington Health Integration Network, Ontario",23.9,14.3,23.9
2015,"Wellington-Dufferin-Guelph Health Unit, Ontario",24.2,15.1,24.2
2015,"Western Regional Health Authority, Newfoundland and Labrador",18.1,21.7,18.1
2015,"Windsor-Essex County Health Unit, Ontario",23,16.8,23
2015,"Winnipeg Regional Health Authority, Manitoba",23,14.9,23
2015,"York Regional Health Unit, Ontario",24.3,13.8,24.3
2015,Yukon,22.2,10.5,22.2
2015,"Zone 1 (Moncton area), New Brunswick",19.7,18.3,19.7
2015,"Zone 1 - Western, Nova Scotia",18.6,23.2,18.6
2015,"Zone 2 (Saint John area), New Brunswick",21.4,18.1,21.4
2015,"Zone 2 - Northern, Nova Scotia",20.6,20.6,20.6
2015,"Zone 3 (Fredericton area), New Brunswick",21.7,17.1,21.7
2015,"Zone 3 - Eastern, Nova Scotia",19.5,22.4,19.5
2015,"Zone 4 (Edmundston area), New Brunswick",18.5,20.4,18.5
2015,"Zone 4 - Central, Nova Scotia",20.3,15.1,20.3
2015,"Zone 5 (Campbellton area), New Brunswick",16.3,24.3,16.3
2015,"Zone 6 (Bathurst area), New Brunswick",16.2,22.6,16.2
2015,"Zone 7 (Miramichi area), New Brunswick",19.1,21.2,19.1
2016,Alberta,24.7,12,24.7
2016,"Athabasca Health Authority, Saskatchewan",40.6,5.1,40.6
2016,"Brant County Health Unit, Ontario",24,16.7,24
2016,British Columbia,20.1,17.4,20.1
2016,"Calgary Zone, Alberta",24.2,11.1,24.2
2016,Canada,22,16.4,22
2016,"Central East Health Integration Network, Ontario",21.4,16.4,21.4
2016,"Central Health Integration Network, Ontario",22.4,14.6,22.4
2016,"Central Regional Health Authority, Newfoundland and Labrador",18,23.4,18
2016,"Central Vancouver Island Health Service Delivery Area, British Columbia",18.5,24.5,18.5
2016,"Central West Health Integration Network, Ontario",25.5,12,25.5
2016,"Central Zone, Alberta",25.3,14.7,25.3
2016,"Champlain Health Integration Network, Ontario",22.2,16.3,22.2
2016,"Chatham-Kent Health Unit, Ontario",22.2,20.5,22.2
2016,"City of Hamilton Health Unit, Ontario",22,16.9,22
2016,"City of Ottawa Health Unit, Ontario",22.5,15,22.5
2016,"City of Toronto Health Unit, Ontario",19.6,15.2,19.6
2016,"Cypress Regional Health Authority, Saskatchewan",23.6,18.8,23.6
2016,"District of Algoma Health Unit, Ontario",19.1,23.1,19.1
2016,"Durham Regional Health Unit, Ontario",24.4,14,24.4
2016,"East Kootenay Health Service Delivery Area, British Columbia",20.3,20.2,20.3
2016,"Eastern Ontario Health Unit, Ontario",21.6,19.4,21.6
2016,"Eastern Regional Health Authority, Newfoundland and Labrador",19.8,17.4,19.8
2016,"Edmonton Zone, Alberta",23.8,12,23.8
2016,"Erie St. Clair Health Integration Network, Ontario",22.3,18.5,22.3
2016,"Five Hills Regional Health Authority, Saskatchewan",23.1,19.3,23.1
2016,"Fraser East Health Service Delivery Area, British Columbia",23.8,17.2,23.8
2016,"Fraser North Health Service Delivery Area, British Columbia",20.4,13.9,20.4
2016,"Fraser South Health Service Delivery Area, British Columbia",23.4,14.9,23.4
2016,"Grey Bruce Health Unit, Ontario",20.4,23.3,20.4
2016,"Haldimand-Norfolk Health Unit, Ontario",21.6,20.2,21.6
2016,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",17.8,25.9,17.8
2016,"Halton Regional Health Unit, Ontario",25.9,14.5,25.9
2016,"Hamilton Niagara Haldimand Brant Health Integration Network, Ontario",21.7,18.6,21.7
2016,"Hastings and Prince Edward Counties Health Unit, Ontario",20.1,22.1,20.1
2016,"Heartland Regional Health Authority, Saskatchewan",24.3,19.2,24.3
2016,"Huron County Health Unit, Ontario",22.7,22.2,22.7
2016,"Interlake-Eastern Regional Health Authority, Manitoba",24.5,17.7,24.5
2016,"Keewatin Yatthé Regional Health Authority, Saskatchewan",37.9,7.4,37.9
2016,"Kelsey Trail Regional Health Authority, Saskatchewan",25.1,20.8,25.1
2016,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",20,19.7,20
2016,"Kootenay-Boundary Health Service Delivery Area, British Columbia",18.8,22.1,18.8
2016,"Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador",23.7,13.5,23.7
2016,"Lambton Health Unit, Ontario",20.9,21.2,20.9
2016,"Leeds, Grenville and Lanark District Health Unit, Ontario",19.8,22.3,19.8
2016,"Mamawetan Churchill River Regional Health Authority, Saskatchewan",40.2,6.4,40.2
2016,"Mamawetan/Keewatin/Athabasca, Saskatchewan",39.5,6.6,39.5
2016,Manitoba,25.5,15,25.5
2016,"Middlesex-London Health Unit, Ontario",22.2,16.4,22.2
2016,"Mississauga Halton Health Integration Network, Ontario",24.2,13.4,24.2
2016,New Brunswick,19.9,19.5,19.9
2016,Newfoundland and Labrador,19.4,18.9,19.4
2016,"Niagara Regional Area Health Unit, Ontario",20.5,20.9,20.5
2016,"North Bay Parry Sound District Health Unit, Ontario",19.3,21.9,19.3
2016,"North East Health Integration Network, Ontario",20.5,20.1,20.5
2016,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",20.4,18.8,20.4
2016,"North Simcoe Muskoka Health Integration Network, Ontario",21.3,19.1,21.3
2016,"North Vancouver Island Health Service Delivery Area, British Columbia",19.6,22.5,19.6
2016,"North West Health Integration Network, Ontario",22.8,17.5,22.8
2016,"North Zone, Alberta",27.6,10,27.6
2016,"Northeast Health Service Delivery Area, British Columbia",26.9,9.5,26.9
2016,"Northern Interior Health Service Delivery Area, British Columbia",23.2,14.5,23.2
2016,"Northern Regional Health Authority, Manitoba",38.4,7,38.4
2016,"Northwest Health Service Delivery Area, British Columbia",24.3,14.2,24.3
2016,Northwest Territories,26.8,7.1,26.8
2016,"Northwestern Health Unit, Ontario",25.9,16,25.9
2016,Nova Scotia,19.8,19.4,19.8
2016,Nunavut,40.6,3.7,40.6
2016,"Okanagan Health Service Delivery Area, British Columbia",18.6,23.2,18.6
2016,Ontario by Health Unit,22.2,16.3,22.2
2016,Ontario by Local Health Integration Network,22.2,16.3,22.2
2016,"Oxford Elgin St. Thomas Health Unit, Ontario ",24.2,18,24.2
2016,"Peel Regional Health Unit, Ontario",25,12.4,25
2016,Peer group A,26.6,12,26.6
2016,Peer group B,22.9,15,22.9
2016,Peer group C,20.2,20.8,20.2
2016,Peer group D,23,17.8,23
2016,Peer group E,18.6,22.1,18.6
2016,Peer group F,39.4,5.9,39.4
2016,Peer group G,19.2,15.5,19.2
2016,Peer group H,23.2,14.1,23.2
2016,"Perth District Health Unit, Ontario",24,18.2,24
2016,"Peterborough County-City Health Unit, Ontario",19.6,22.3,19.6
2016,"Porcupine Health Unit, Ontario",23.5,16.3,23.5
2016,"Prairie Mountain Health, Manitoba",25.3,18.4,25.3
2016,"Prairie North Regional Health Authority, Saskatchewan",30.3,12.4,30.3
2016,"Prince Albert Parkland Regional Health Authority, Saskatchewan",27.9,16,27.9
2016,Prince Edward Island,21.8,18.9,21.8
2016,Quebec,20.9,18,20.9
2016,"Regina Qu'Appelle Regional Health Authority, Saskatchewan",24.5,13.8,24.5
2016,"Renfrew County and District Health Unit, Ontario",21,20.4,21
2016,"Richmond Health Service Delivery Area, British Columbia",19.2,16.1,19.2
2016,"Région de Lanaudière, Quebec",22.3,16.8,22.3
2016,"Région de Laval, Quebec",22.7,16.8,22.7
2016,"Région de Montréal, Quebec",20,16.3,20
2016,"Région de l'Abitibi-Témiscamingue, Quebec",21.9,17.4,21.9
2016,"Région de l'Estrie, Quebec",20.7,20.4,20.7
2016,"Région de l'Outaouais, Quebec",22.6,15,22.6
2016,"Région de la Capitale-Nationale, Quebec",19,19.7,19
2016,"Région de la Chaudière-Appalaches, Quebec",21.1,19.8,21.1
2016,"Région de la Côte-Nord, Quebec",21.5,17.3,21.5
2016,"Région de la Gaspésie - Îles-de-la-Madeleine, Quebec",16.4,24.7,16.4
2016,"Région de la Mauricie et du Centre-du-Québec, Quebec",19.6,21.8,19.6
2016,"Région de la Montérégie, Quebec",22.2,17.3,22.2
2016,"Région des Laurentides, Quebec",21.7,17.1,21.7
2016,"Région des Terres-Cries-de-la-Baie-James, Quebec",38.7,5.5,38.7
2016,"Région du Bas-Saint-Laurent, Quebec",18.6,23.4,18.6
2016,"Région du Nord-du-Québec, Quebec",22.1,13.7,22.1
2016,"Région du Nunavik, Quebec",41.9,4,41.9
2016,"Région du Saguenay - Lac-Saint-Jean, Quebec",19.7,20.5,19.7
2016,Saskatchewan,25.6,14.9,25.6
2016,"Saskatoon Regional Health Authority, Saskatchewan",24.7,13.3,24.7
2016,"Simcoe Muskoka District Health Unit, Ontario",21.8,18.3,21.8
2016,"South East Health Integration Network, Ontario",19.7,21.8,19.7
2016,"South Vancouver Island Health Service Delivery Area, British Columbia",17.6,20.7,17.6
2016,"South West Health Integration Network, Ontario",22.5,18.4,22.5
2016,"South Zone, Alberta",26.4,15.4,26.4
2016,"Southern Health, Manitoba",31.1,12.9,31.1
2016,"Sudbury and District Health Unit, Ontario",20.8,18.7,20.8
2016,"Sun Country Regional Health Authority, Saskatchewan",25.4,16.2,25.4
2016,"Sunrise Regional Health Authority, Saskatchewan",23,21.8,23
2016,"Thompson/Cariboo Health Service Delivery Area, British Columbia",19.6,20.6,19.6
2016,"Thunder Bay District Health Unit, Ontario",21.2,18.4,21.2
2016,"Timiskaming Health Unit, Ontario",20.7,21.4,20.7
2016,"Toronto Central Health Integration Network, Ontario",19.6,15.2,19.6
2016,"Vancouver Health Service Delivery Area, British Columbia",15.5,14.5,15.5
2016,"Waterloo Health Unit, Ontario",23.8,14,23.8
2016,"Waterloo Wellington Health Integration Network, Ontario",23.8,14.5,23.8
2016,"Wellington-Dufferin-Guelph Health Unit, Ontario",24,15.3,24
2016,"Western Regional Health Authority, Newfoundland and Labrador",17.8,22.4,17.8
2016,"Windsor-Essex County Health Unit, Ontario",22.7,17.2,22.7
2016,"Winnipeg Regional Health Authority, Manitoba",23,15,23
2016,"York Regional Health Unit, Ontario",24,14.2,24
2016,Yukon,22.2,11,22.2
2016,"Zone 1 (Moncton area), New Brunswick",19.7,18.9,19.7
2016,"Zone 1 - Western, Nova Scotia",18.5,23.7,18.5
2016,"Zone 2 (Saint John area), New Brunswick",21.4,18.6,21.4
2016,"Zone 2 - Northern, Nova Scotia",20.5,21.3,20.5
2016,"Zone 3 (Fredericton area), New Brunswick",21.7,17.6,21.7
2016,"Zone 3 - Eastern, Nova Scotia",19.4,23.2,19.4
2016,"Zone 4 (Edmundston area), New Brunswick",18.3,21.3,18.3
2016,"Zone 4 - Central, Nova Scotia",20.3,15.5,20.3
2016,"Zone 5 (Campbellton area), New Brunswick",16,25.1,16
2016,"Zone 6 (Bathurst area), New Brunswick",16,23.6,16
2016,"Zone 7 (Miramichi area), New Brunswick",19,22,19
2017,Alberta,24.7,12.4,24.7
2017,"Athabasca Health Authority, Saskatchewan",41,5,41
2017,"Brant County Health Unit, Ontario",23.8,17.1,23.8
2017,British Columbia,20,17.8,20
2017,"Calgary Zone, Alberta",24.2,11.6,24.2
2017,Canada,21.9,16.8,21.9
2017,"Central East Health Integration Network, Ontario",21.2,16.8,21.2
2017,"Central Health Integration Network, Ontario",22.2,15,22.2
2017,"Central Regional Health Authority, Newfoundland and Labrador",17.9,24.4,17.9
2017,"Central Vancouver Island Health Service Delivery Area, British Columbia",18.5,25.1,18.5
2017,"Central West Health Integration Network, Ontario",25.2,12.3,25.2
2017,"Central Zone, Alberta",25.4,15.2,25.4
2017,"Champlain Health Integration Network, Ontario",22,16.6,22
2017,"Chatham-Kent Health Unit, Ontario",22,21.1,22
2017,"City of Hamilton Health Unit, Ontario",21.9,17.1,21.9
2017,"City of Ottawa Health Unit, Ontario",22.2,15.3,22.2
2017,"City of Toronto Health Unit, Ontario",19.5,15.4,19.5
2017,"Cypress Regional Health Authority, Saskatchewan",23.7,19,23.7
2017,"District of Algoma Health Unit, Ontario",19,23.7,19
2017,"Durham Regional Health Unit, Ontario",24.1,14.4,24.1
2017,"East Kootenay Health Service Delivery Area, British Columbia",20.2,20.9,20.2
2017,"Eastern Ontario Health Unit, Ontario",21.6,19.9,21.6
2017,"Eastern Regional Health Authority, Newfoundland and Labrador",19.6,18.1,19.6
2017,"Edmonton Zone, Alberta",23.8,12.3,23.8
2017,"Erie St. Clair Health Integration Network, Ontario",22.2,19,22.2
2017,"Five Hills Regional Health Authority, Saskatchewan",23.3,19.5,23.3
2017,"Fraser East Health Service Delivery Area, British Columbia",23.5,17.5,23.5
2017,"Fraser North Health Service Delivery Area, British Columbia",20.3,14.3,20.3
2017,"Fraser South Health Service Delivery Area, British Columbia",23.2,15.3,23.2
2017,"Grey Bruce Health Unit, Ontario",20.4,23.9,20.4
2017,"Haldimand-Norfolk Health Unit, Ontario",21.4,20.8,21.4
2017,"Haliburton, Kawartha, Pine Ridge District Health Unit, Ontario",17.7,26.5,17.7
2017,"Halton Regional Health Unit, Ontario",25.8,14.9,25.8
2017,"Hamilton Niagara Haldimand Brant Health Integration Network, Ontario",21.6,19,21.6
2017,"Hastings and Prince Edward Counties Health Unit, Ontario",20,22.6,20
2017,"Heartland Regional Health Authority, Saskatchewan",24.4,19.6,24.4
2017,"Huron County Health Unit, Ontario",22.5,22.8,22.5
2017,"Interlake-Eastern Regional Health Authority, Manitoba",24.5,18.2,24.5
2017,"Keewatin Yatthé Regional Health Authority, Saskatchewan",37.7,7.7,37.7
2017,"Kelsey Trail Regional Health Authority, Saskatchewan",25.2,21.2,25.2
2017,"Kingston, Frontenac and Lennox and Addington Health Unit, Ontario",19.9,20,19.9
2017,"Kootenay-Boundary Health Service Delivery Area, British Columbia",18.8,22.8,18.8
2017,"Labrador-Grenfell Regional Health Authority, Newfoundland and Labrador",23.9,14.2,23.9
2017,"Lambton Health Unit, Ontario",20.9,21.7,20.9
2017,"Leeds, Grenville and Lanark District Health Unit, Ontario",19.7,23,19.7
2017,"Mamawetan Churchill River Regional Health Authority, Saskatchewan",40,6.6,40
2017,"Mamawetan/Keewatin/Athabasca, Saskatchewan",39.4,6.8,39.4
2017,Manitoba,25.5,15.1,25.5
2017,"Middlesex-London Health Unit, Ontario",22.1,16.6,22.1
2017,"Mississauga Halton Health Integration Network, Ontario",24,13.8,24
2017,New Brunswick,19.8,20.1,19.8
2017,Newfoundland and Labrador,19.3,19.7,19.3
2017,"Niagara Regional Area Health Unit, Ontario",20.4,21.3,20.4
2017,"North Bay Parry Sound District Health Unit, Ontario",19.3,22.3,19.3
2017,"North East Health Integration Network, Ontario",20.4,20.6,20.4
2017,"North Shore/Coast Garibaldi Health Service Delivery Area, British Columbia",20.3,19.3,20.3
2017,"North Simcoe Muskoka Health Integration Network, Ontario",21,19.5,21
2017,"North Vancouver Island Health Service Delivery Area, British Columbia",19.5,23.3,19.5
